,CRN,Subject,Course,Section,Campus,Credit,title,Days,time,Section capacity,Section Actual,Section Remaining,Waitlist Capacity,Waitlist Actual,Waitlist Remaining,Crosslist Capacity,Crosslist Actual,Crosslist Remaining,Instructor,Data(MM/DD),Location ,Attribute,detail
4249,25074.0,NURS,3115,VA5,2,4,Adult Medical-Surgical 2 Lab,T,03:30 pm-07:30 pm,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0,"Christine Denise Seaton (P), Sainfer Elizabeth Aliyu , Amanda C. Nicklas , Irma Rita koukerjinian",08/27-12/10,INNOVT 307,nan,"Safe, evidence-based, professional, and holistic nursing care related to the management of clients with advanced medical and surgical needs; knowledge, skills, and competencies for assessing and managing clients/patients in a hospital environment. Restricted to students enrolled in the bachelor of science in nursing program. Prerequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3113, NURS 3118 and NURS 3119."
425,22802.0,BADM,3001,11,1,1,Career Management Strategy,M,03:45 pm-04:35 pm,30.0,24.0,6.0,999.0,0.0,999.0,0.0,0.0,0,"Milinda Jo Balthrop (P), Irina Orlova",08/27-12/10,DUQUES 453, ,"Restricted to School of Business students in their junior year. The career development process, including job search strategies and formulation of a career management plan, with practice in producing a resume and interviewing for a position."
4250,26303.0,NURS,3116,VA,2,3,Psychiatric Mental Health Nurs,R,09:00 am-10:50 am,60.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0,"Jess A. Calohan (P), Danielle C Airaghi , Marlene Mangosing Andrada , Ivy Benjenk , Carolyn A. Cummings , Rosalie Tapia , Billinda Dubbert Tebbenhoff",08/27-12/10,DISC N110,nan,"Theoretical principles, concepts, and skills needed to provide safe and effective nursing interventions to clients across the lifespan who are experiencing psychiatric and mental health conditions. Restricted to students in the bachelor of science in nursing program. Prerequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3113, NURS 3118 and NURS 3119."
4251,23469.0,NURS,3117,VA,2,3,Maternity and Womens HC,T,10:00 am-12:00 pm,60.0,53.0,7.0,0.0,0.0,0.0,0.0,0.0,0,"Jeanne Murphy (P), Carolyn Michelle Allen , Alkita L. Bowe , Libertad LiLi Kotlyarov Montoya , Amanda C. Nicklas , Yasmin H. Undeland",08/27-12/10,INNOVT 106,nan,"Nursing interventions used in health promotion, risk reduction, clinical decision making and management of women’s health issues, perinatal care of mothers and infants, gynecological health, and men’s reproductive health. Includes clinical experiences. Corequisites: NURS 4116, NURS 4119 and NURS 6203 Restricted to students in the bachelor of science in nursing program. Prerequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3113, NURS 3114, NURS 3115, NURS 3116, NURS 3118, NURS 3119 and NURS 4118."
4252,23753.0,NURS,3117,VA1,2,3,Maternity and Womens HC,T,01:30 pm-03:30 pm,60.0,51.0,9.0,0.0,0.0,0.0,0.0,0.0,0,"Jeanne Murphy (P), Ghislaine Barry , Sarah Meyer Marchione , Amanda C. Nicklas , LaToya Nichole Spencer",08/27-12/10,INNOVT 106,nan,"Nursing interventions used in health promotion, risk reduction, clinical decision making and management of women’s health issues, perinatal care of mothers and infants, gynecological health, and men’s reproductive health. Includes clinical experiences. Corequisites: NURS 4116, NURS 4119 and NURS 6203 Restricted to students in the bachelor of science in nursing program. Prerequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3113, NURS 3114, NURS 3115, NURS 3116, NURS 3118, NURS 3119 and NURS 4118."
4253,22382.0,NURS,3118,VA,2,2,Pharmacology I,W,01:00 pm-03:00 pm,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Malinda L Whitlow (P), Billinda Dubbert Tebbenhoff",08/27-12/10,INNOVT 105,nan,"The underlying principles of pharmacology and medication administration. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3113 and NURS 3119. Restricted to students in the bachelor of science in nursing program."
4254,23532.0,NURS,3118,VA1,2,2,Pharmacology I,W,04:00 pm-06:00 pm,64.0,58.0,6.0,0.0,0.0,0.0,0.0,0.0,0,"Malinda L Whitlow (P), Billinda Dubbert Tebbenhoff",08/27-12/10,INNOVT 105,nan,"The underlying principles of pharmacology and medication administration. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3113 and NURS 3119. Restricted to students in the bachelor of science in nursing program."
4255,25274.0,NURS,3119,VA,2,3,Pathophysiology,MW,08:00 am-09:30 am,64.0,65.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,"Megan Terese Brown (P), Marianne Beare Vyas",08/27-12/10,INNOVT 105,nan,"Pathophysiology and diagnostic assessments of common disease conditions affecting individuals across the lifespan. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3113 and NURS 3118 Restricted to students in the bachelor of science in nursing program."
4256,25275.0,NURS,3119,VA1,2,3,Pathophysiology,M,01:00 pm-02:30 pm,64.0,59.0,5.0,0.0,0.0,0.0,0.0,0.0,0,Megan Terese Brown (P),08/27-12/10,INNOVT 105,nan,"Pathophysiology and diagnostic assessments of common disease conditions affecting individuals across the lifespan. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3113 and NURS 3118 Restricted to students in the bachelor of science in nursing program."
4257,28319.0,NURS,3213,V10,2,4,Adult Medical-Surgical Lab I,F,01:00 pm-05:00 pm,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Julia Aurora Clarke (P), Olivia Ohenewaah Badu , Victoria K. Uche",08/27-12/10,INNOVT 307,nan,"Values, knowledge, skills, and competencies at the foundation of safe, evidence-based, professional, holistic nursing care of adults with common medical and surgical needs; critical thinking and effective communication skills used in clinical and lab environments to deliver safe, evidence-based care. Laboratory fee. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3118 and NURS 3119."
4258,28320.0,NURS,3213,V11,2,4,Adult Medical-Surgical Lab I,F,01:00 pm-05:00 pm,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Julia Aurora Clarke (P), Sandra J. Brown , Jacqueline Wavelet , Gretchen Michele Wiersma",08/27-12/10,INNOVT 307,nan,"Values, knowledge, skills, and competencies at the foundation of safe, evidence-based, professional, holistic nursing care of adults with common medical and surgical needs; critical thinking and effective communication skills used in clinical and lab environments to deliver safe, evidence-based care. Laboratory fee. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3118 and NURS 3119."
4259,28309.0,NURS,3213,VA,2,4,Adult Medical-Surgical Lab I,R,08:00 am-12:00 pm,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Julia Aurora Clarke (P), Yaa Amoakoa Caternor , Mary Doyle , Davon M Foggo-Adams , Charmaine B. Wilson",08/27-12/10,INNOVT 307,nan,"Values, knowledge, skills, and competencies at the foundation of safe, evidence-based, professional, holistic nursing care of adults with common medical and surgical needs; critical thinking and effective communication skills used in clinical and lab environments to deliver safe, evidence-based care. Laboratory fee. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3118 and NURS 3119."
426,22803.0,BADM,3001,12,1,1,Career Management Strategy,T,11:10 am-12:00 pm,30.0,27.0,3.0,999.0,0.0,999.0,0.0,0.0,0,"Munier John Saad (P), Irina Orlova",08/27-12/10,DUQUES 453, ,"Restricted to School of Business students in their junior year. The career development process, including job search strategies and formulation of a career management plan, with practice in producing a resume and interviewing for a position."
4260,28310.0,NURS,3213,VA1,2,4,Adult Medical-Surgical Lab I,R,08:00 am-12:00 pm,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Julia Aurora Clarke (P), Susan O Koduah , Kelley Finnegan Richardson",08/27-12/10,INNOVT 307,nan,"Values, knowledge, skills, and competencies at the foundation of safe, evidence-based, professional, holistic nursing care of adults with common medical and surgical needs; critical thinking and effective communication skills used in clinical and lab environments to deliver safe, evidence-based care. Laboratory fee. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3118 and NURS 3119."
4261,28311.0,NURS,3213,VA2,2,4,Adult Medical-Surgical Lab I,R,08:00 am-12:00 pm,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Julia Aurora Clarke (P), Thomas A. Darisse",08/27-12/10,INNOVT 307,nan,"Values, knowledge, skills, and competencies at the foundation of safe, evidence-based, professional, holistic nursing care of adults with common medical and surgical needs; critical thinking and effective communication skills used in clinical and lab environments to deliver safe, evidence-based care. Laboratory fee. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3118 and NURS 3119."
4262,28312.0,NURS,3213,VA3,2,4,Adult Medical-Surgical Lab I,R,01:00 pm-05:00 pm,12.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0,"Julia Aurora Clarke (P), Mary Doyle , Stacey Anne Marsh",08/27-12/10,INNOVT 307,nan,"Values, knowledge, skills, and competencies at the foundation of safe, evidence-based, professional, holistic nursing care of adults with common medical and surgical needs; critical thinking and effective communication skills used in clinical and lab environments to deliver safe, evidence-based care. Laboratory fee. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3118 and NURS 3119."
4263,28313.0,NURS,3213,VA4,2,4,Adult Medical-Surgical Lab I,R,01:00 pm-05:00 pm,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0,"Julia Aurora Clarke (P), Stacia Lark Moreno , Kristen E. Stevens",08/27-12/10,INNOVT 307,nan,"Values, knowledge, skills, and competencies at the foundation of safe, evidence-based, professional, holistic nursing care of adults with common medical and surgical needs; critical thinking and effective communication skills used in clinical and lab environments to deliver safe, evidence-based care. Laboratory fee. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3118 and NURS 3119."
4264,28314.0,NURS,3213,VA5,2,4,Adult Medical-Surgical Lab I,R,01:00 pm-05:00 pm,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Julia Aurora Clarke (P), Thomas A. Darisse , Susan L O'Brien",08/27-12/10,INNOVT 307,nan,"Values, knowledge, skills, and competencies at the foundation of safe, evidence-based, professional, holistic nursing care of adults with common medical and surgical needs; critical thinking and effective communication skills used in clinical and lab environments to deliver safe, evidence-based care. Laboratory fee. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3118 and NURS 3119."
4265,28315.0,NURS,3213,VA6,2,4,Adult Medical-Surgical Lab I,F,08:00 am-12:00 pm,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Julia Aurora Clarke (P),08/27-12/10,INNOVT 307,nan,"Values, knowledge, skills, and competencies at the foundation of safe, evidence-based, professional, holistic nursing care of adults with common medical and surgical needs; critical thinking and effective communication skills used in clinical and lab environments to deliver safe, evidence-based care. Laboratory fee. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3118 and NURS 3119."
4266,28316.0,NURS,3213,VA7,2,4,Adult Medical-Surgical Lab I,F,08:00 am-12:00 pm,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Julia Aurora Clarke (P), Thomas A. Darisse , Madeline Pyne Graham , Catherine E. Reisenberg",08/27-12/10,INNOVT 307,nan,"Values, knowledge, skills, and competencies at the foundation of safe, evidence-based, professional, holistic nursing care of adults with common medical and surgical needs; critical thinking and effective communication skills used in clinical and lab environments to deliver safe, evidence-based care. Laboratory fee. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3118 and NURS 3119."
4267,28317.0,NURS,3213,VA8,2,4,Adult Medical-Surgical Lab I,F,08:00 am-12:00 pm,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Julia Aurora Clarke (P), Thomas A. Darisse , Nancy Y Ruttenberg , Chelsea Mara Thompson",08/27-12/10,INNOVT 307,nan,"Values, knowledge, skills, and competencies at the foundation of safe, evidence-based, professional, holistic nursing care of adults with common medical and surgical needs; critical thinking and effective communication skills used in clinical and lab environments to deliver safe, evidence-based care. Laboratory fee. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3118 and NURS 3119."
4268,28318.0,NURS,3213,VA9,2,4,Adult Medical-Surgical Lab I,F,01:00 pm-05:00 pm,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Julia Aurora Clarke (P), Thomas A. Darisse , Robert Augustus Hardy , Whitney Loraine Thomas",08/27-12/10,INNOVT 307,nan,"Values, knowledge, skills, and competencies at the foundation of safe, evidence-based, professional, holistic nursing care of adults with common medical and surgical needs; critical thinking and effective communication skills used in clinical and lab environments to deliver safe, evidence-based care. Laboratory fee. Corequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3118 and NURS 3119."
4269,27867.0,NURS,4109,DE,7,3,Intro to Perioperative Nursing,nan,07:00 am-12:00 pm,0.0,27.0,-27.0,0.0,0.0,0.0,0.0,0.0,0,"Michelle Mar Rumble (P), Hazel L Darisse , Jacqueline P Soler",08/27-12/10,TBA,nan,"The role of the perioperative nurse and the fundamental knowledge, skills, and competencies needed to deliver safe, evidence-based, holistic care within a perioperative setting. Includes clinical experiences. Corequisites: NURS 4116, NURS 4119 and NURS 6203. Prerequisites: NURS 3114, NURS 3115, NURS 3116 and NURS 4118."
427,22804.0,BADM,3001,13,1,1,Career Management Strategy,T,10:00 am-10:50 am,30.0,16.0,14.0,999.0,0.0,999.0,0.0,0.0,0,Lisa Delpy Neirotti (P),08/27-12/10,DUQUES 453, ,"Restricted to School of Business students in their junior year. The career development process, including job search strategies and formulation of a career management plan, with practice in producing a resume and interviewing for a position."
4270,23470.0,NURS,4116,VA,2,3,Children and Families,T,10:00 am-12:00 pm,60.0,51.0,9.0,0.0,0.0,0.0,0.0,0.0,0,"Elizabeth Choma (P), Amy Louise Braun , Kimberly Dawson Czech , Cleopatra J Hyman , Nancy Y Ruttenberg , Jennifer M. Walsh , Gretchen Michele Wiersma , Craig Edward Woodside",08/27-12/10,INNOVT 105,nan,"Focus on families with usual childhood issues and with children who require acute and chronic care. Working with persons of diverse backgrounds, nursing colleagues, and other members of the interdisciplinary team, students prioritize and provide nursing care in hospital and community-based settings. Includes clinical experiences. Corequisites: NURS 3114 and NURS 3115 Restricted to students in the bachelor of science in nursing program. Prerequisites: NURS 3110W, NURS 3111, NURS 3112 NURS 3113 and NURS 3118."
4271,23754.0,NURS,4116,VA1,2,3,Children and Families,T,01:30 pm-03:30 pm,60.0,53.0,7.0,0.0,0.0,0.0,0.0,0.0,0,"Jennifer M. Walsh (P), Elizabeth Choma , Sara L Custis , Kimberly Dawson Czech , Mary Doyle , Lisa Lynne Robinson , Kristen E. Stevens , Gretchen Michele Wiersma",08/27-12/10,INNOVT 105,nan,"Focus on families with usual childhood issues and with children who require acute and chronic care. Working with persons of diverse backgrounds, nursing colleagues, and other members of the interdisciplinary team, students prioritize and provide nursing care in hospital and community-based settings. Includes clinical experiences. Corequisites: NURS 3114 and NURS 3115 Restricted to students in the bachelor of science in nursing program. Prerequisites: NURS 3110W, NURS 3111, NURS 3112 NURS 3113 and NURS 3118."
4272,23755.0,NURS,4117,VA,2,3,NPCR5: Community &PublicHealth,R,10:00 am-12:00 pm,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Adriana Drake Glenn (P), Gail Chinoy , Karen R. Dawn , Sara Saghir , Elyssa B Wood",08/27-12/10,INNOVT 105,nan,"Principles of community and public health nursing with an emphasis on vulnerable populations; epidemiologic, demographic, economic, and environmental health factors used to identify community-oriented strategies aimed at primary, secondary, and tertiary levels of prevention. Restricted to students in the bachelor of science in nursing program. Prerequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3113, NURS 3114, NURS 3115, NURS 3116, NURS 3117, NURS 3118, NURS 3119, NURS 4116, NURS 4118, NURS 4119, NURS 6203 and NURS 6207."
